ds,y_yhat,temp_yhat,precip_yhat,green_initiatives_yhat,traffic_congestion_yhat,bike_lane_availability_yhat,fuel_prices_yhat,public_transport_fares_yhat,event_impact_yhat,school_open_yhat,remote_work_trends_yhat,tourism_trends_yhat,public_transport_reliability_yhat,extreme_weather_events_yhat,road_closures_construction_yhat,average_income_levels_yhat
2020-01-11,49212.49217732462,17.02984950128286,2.3317351432066644,0.1633178591839864,49.11770075124856,0.27370021107226916,2.5152999825833726,1.491991419671239,-0.011249291276261869,1.0103741787041371,33.46174334271866,66.09036178044254,55.37880037721432,0.06097556168229329,0.020018410782985975,49029.173811981396
2020-01-12,49997.15534462152,17.2132584853301,3.4358066277107695,0.16989512723611408,48.23814429819406,0.21862868395412063,2.4595374675355175,1.4993847305314956,0.08194391703791892,0.9925416725110119,34.33590913560904,56.15209165077702,45.39401309429832,0.03748198275819903,0.1382887360260328,50689.94985228561
2020-01-13,49501.45426257049,17.261165906584935,0.9907757497531371,0.16349135967489453,64.60230746796657,0.32310064812892836,2.5853625427637064,1.5075284576442511,-0.09001720813782918,1.0472908000893353,31.973599799760045,56.99528245621728,52.62468408994375,0.05507965160087008,0.030111400000820625,49869.04544427925
2020-01-14,49238.1214688655,17.789869073003956,3.23424124564013,0.1850397712735275,52.502504136753195,0.4367502591232124,2.4980808852804146,1.500282069695765,-0.0011289557461105215,1.030115832873215,33.7553936707182,53.17391601511858,52.4210236048122,0.0437369082394149,0.05073757235381046,50430.13088377414
2020-01-15,49881.8605201127,17.955322551766745,3.253920078806657,0.21845544980314188,48.306989363935585,0.3506271080187282,2.444333177976279,1.4973504468357342,0.04484897156151417,1.0034428130568462,32.876132585456055,50.788523550643134,53.211002741308405,0.04117359021127481,0.09282130697063296,50234.27081769539
2020-01-16,49506.31622878058,17.813290647736984,4.403645420418396,0.19505705870595472,59.288827090840485,0.44089091266609354,2.503899749549682,1.5529853980280963,-0.02247694970244253,1.0504866421702173,34.17760668380504,42.66781652351102,49.60314281086769,-0.0878431692531655,0.11227532238954537,50637.97782714136
2020-01-17,49921.45638100077,18.318395697363687,2.0125959018775097,0.15183690444753825,65.98220688779497,0.3335625932420152,2.6189539433738287,1.5109793944032162,-0.16314592351359353,1.0156521138592085,31.981509104481983,76.84410067925212,44.88170566244873,0.12300436334359034,-0.008724648848992905,49429.083108392864
2020-01-18,50343.66117490743,18.579596320114657,2.7920229525781606,0.23636928096014176,58.175597854605975,0.33292487914522806,2.5255650697229868,1.495631055803293,-0.17681808037120567,1.0192912186439094,33.19573121083874,69.92000688748328,50.234911639840035,0.05725875657968528,0.03206427399613479,50211.96770982373
2020-01-19,50080.93493310455,18.54174434233515,1.7894545643088433,0.16647075174463324,54.023749529106894,0.1245422561117853,2.498505295124536,1.4815911828497303,-0.1051152061925011,0.9645530848926358,31.75185069635645,77.58610411004445,48.031686855977675,0.15464702611336842,0.008416900340028857,47539.06272853442
2020-01-20,50180.33744691364,18.397789158504754,2.9835677738513064,0.21513805799498065,59.11048330185585,0.19563604372533736,2.500373305974636,1.4830602564345494,-0.09016031652543659,0.9992677959222604,32.97083338610479,67.62414494963767,35.123242385693295,0.0833573978919656,0.11170505162975604,50197.442819671734
2020-01-21,50462.81751467608,19.20939916627064,3.0211387744028984,0.09744762042356606,51.934024805659924,0.3493873246080521,2.5240638701001505,1.521604955360157,0.02397705044167707,0.9917650992875768,33.02224783797185,63.98254149865737,42.72309816289355,0.0648700187157533,0.031201952560977957,48083.48217160524
2020-01-22,50895.011544078945,19.59881375714623,2.7688160250686185,0.21471378297259675,46.84225498665673,0.3162512989306967,2.5043250020578243,1.5211342793793365,-0.009582889321604407,1.0666062763012647,31.966915019068196,47.85448241636075,39.311914013657976,-0.008004630002763316,0.0174046176806697,50179.46702078855
2020-01-23,50906.46828063067,19.50118294391811,3.377830377863071,0.13306292852308724,56.9118608880271,0.36394207517015564,2.5541744146403587,1.5391638841385709,-0.07814928673232348,1.026881237250892,33.40543829835546,60.191274481482225,49.812318252074924,-0.01891625147579673,0.0022948316633538135,49638.533554647445
2020-01-24,49456.514537938645,20.14330532388761,3.590010214340228,0.08156750805105586,51.27642371701648,0.368457094977173,2.5654327675138098,1.5421565322080462,0.028584351816459602,1.0145483917919573,33.0452059339159,61.604007099113375,39.043507217034005,0.03150634406110883,-0.04572895699107646,48808.6858677666
2020-01-25,49451.353454262666,19.6032159294887,3.5722562712759176,0.14013247250012342,62.245252267405334,0.30838588965657876,2.5451249508919505,1.5114273214053637,-0.07722564999835989,1.0399826954611295,34.00187668338759,66.35022763568884,43.14001814246969,0.019066715697732942,0.053304692470536756,50416.02713367803
2020-01-26,50176.10557565962,20.179358437042556,2.7952777856947018,0.1246590535808883,53.13978537854612,0.2411048350814518,2.553683162150857,1.50345309111776,-0.11539017716952062,1.0045100769585154,33.587104477620336,80.07729524394146,54.24236142410021,0.11628415490440647,0.00523937362142754,48804.9124752413
2020-01-27,48154.92661018621,20.601941624704835,3.080678021917806,0.20798586794337798,55.20784065839647,0.39206078949895856,2.576098742216805,1.46911206900402,-0.10723743999406656,1.050125587601674,33.95258242341945,73.77555313962752,61.20881051097369,0.05757739769506856,-0.054330206876451764,50944.431910656094
2020-01-28,51348.73218477227,20.709539703382053,2.6053236768370582,0.04019484317113018,44.437096147604905,0.224782459250298,2.517536974951893,1.5430012901132388,0.030000032938164167,1.0101130117785277,32.161129716146455,60.88131338063995,44.197362732804585,0.07764997774352202,-0.007860154763196611,46748.62018419333
2020-01-29,49615.001987039024,21.045603594760866,4.574538338014494,0.2050856168120998,56.21162072070205,0.43467173475477017,2.517552837130177,1.5287146623086532,-0.022224832430290373,1.111140607796553,34.37949603445776,52.85796711959173,39.05697429234496,-0.0018860871038122277,0.0013862976871888977,50757.7455189419
2020-01-30,50083.39353222617,20.213405560832378,3.7519345059455382,0.23716902489978928,50.047318087469414,0.25737153607519603,2.4949406644192424,1.5167368132587606,-0.016255496098887393,1.03779507534489,32.94841470590469,59.25433798560906,52.8501522664457,-0.028856927401554433,0.11664017972315245,48895.9324870101
2020-01-31,50172.33031352298,20.660495530956,2.0092714154097715,0.27439496292242,51.97558647166392,0.23071158932397523,2.5698764379695542,1.5168574046886716,-0.07384924463017135,1.0687058241504341,30.724798396265296,67.00895203774242,47.90147294029474,0.046732162905733766,0.023410227938708728,48092.1046296572
2020-02-01,51318.185195170336,20.717343107114004,2.7489196337667163,0.26574017541173467,48.4609157941709,0.18388043141499705,2.4774398412773895,1.491581567148851,-0.09193446752178562,1.0175620735900264,32.52569156021361,73.41368026775132,46.14989461279835,0.05793164796874427,0.09947684352065418,47532.31577138546
2020-02-02,49330.59788663785,21.292945950126903,2.441700414472289,0.28027008138274495,48.82247432932464,0.41769410204537416,2.507131489101252,1.5431987731201864,0.009944439754057482,1.077918377078132,32.61701305571608,53.320450536559235,55.00008154978734,-0.05630463552370513,0.08705382736463035,47310.06605940173
2020-02-03,52363.65452347913,21.37438641995186,1.3283402948827419,0.1804210894150084,52.50661740098609,0.1592422478561804,2.5699919831774274,1.4660757990214401,-0.08719973619678374,1.0076142086255144,32.113386798579604,80.66080393758602,57.06420215934894,0.12003977247827527,0.09174920756577734,49120.27481847432
2020-02-04,52475.870539304975,21.401302946154203,2.6750951346790046,0.2613064305613559,47.78937282014456,0.3683554080444312,2.536758495219999,1.5229156911081405,-0.03560619078073678,1.0629066795718,33.00776685276509,67.84415951457606,50.94018551548838,0.02170639612467074,0.1522349989199629,47816.03837066269
2020-02-05,50778.25573160561,22.18032304309207,2.333699158951143,0.27536722720728024,46.34288371925757,0.3175625109582859,2.522411142625581,1.4982987455280257,-0.08400665379298154,1.0842396164820531,32.70046046411001,68.06980195274629,53.63451236484478,0.04346179683691287,0.02878892954512919,49888.20353298853
2020-02-06,51258.43819326988,21.170449230409595,1.244095187062466,0.1191690175865279,48.346448177354695,0.14917480994571614,2.6202522650581064,1.5020183180031381,-0.1607973845514546,1.0839633528258608,31.890852789315307,66.30402798559706,62.29411058239461,0.036212794216721786,0.0006974134565467388,48508.45353287441
2020-02-07,49787.15561461332,22.48868945083589,2.688080639827154,0.13902208550016848,41.76407187631828,0.37661343114290813,2.565708558589262,1.5397162972469882,0.10105707703989028,1.0397042911563812,32.94393201863722,65.64958930907402,63.28548718567634,0.03674741358054571,-0.12046470603939508,46947.69424085837
2020-02-08,51400.612165089944,22.23283830172459,3.239221997340838,0.1940706036291294,52.20712180274903,0.399044362693983,2.5485082738364286,1.4824017552161068,-0.15357932421293843,1.0746075850674253,35.074152923937255,68.71115077003967,55.95413318075545,0.0061853623306270915,0.11446422965332496,51143.15820481095
2020-02-09,51119.49997631248,22.691416889069274,2.1177701033998755,0.20510684198184315,42.90342797586764,0.26300762508164943,2.4787713392174435,1.5061734557840296,-0.02627347441662531,1.0208067667281302,33.62896611003528,61.87763304990274,50.763620817792855,0.00042278389880470377,0.10596585199675296,50250.16489102738
2020-02-10,51749.52503837613,21.380533319733168,1.420296872985013,0.20325529437968023,60.716889507862874,0.18887689442954803,2.51469497430004,1.5072432643288767,0.11800199569161512,0.9962417216536978,32.70614028836921,55.449998347537026,55.18202929089075,-0.0006315924098826628,0.007588335767450605,49307.57315977197
2020-02-11,51466.97051028538,21.74601662771838,2.897184424275219,0.1920586107430376,46.67933890033595,0.25541955549132717,2.4959800172716258,1.5027298864729726,0.04768848117801172,1.0386324796075852,33.83207547508048,63.78796781146666,61.11719668203278,0.061356898327088266,0.01903476413206439,48401.91431122972
2020-02-12,52540.70952118995,22.400106368116795,2.314772575671004,0.12505881980775788,56.59705050964591,0.363755871208692,2.5099505587684723,1.5176743908383432,0.06539203891695368,1.0195155857347957,33.289917902075786,54.6236073486307,54.71439686803102,0.04901620078127211,0.052868469062850185,48704.51533399226
2020-02-13,52032.53832590591,21.952637692745768,2.9173914369177565,0.16386729827712143,42.90688365317989,0.2150444342282221,2.514229020203872,1.4982272739970064,0.04093917858310338,1.0213662989640855,33.36110833926353,56.70007855146784,64.78439525845906,0.01599943042357675,0.03940361047840557,48253.855859318486
2020-02-14,51274.985558114495,22.49075597565881,0.9480401057063189,0.28696673570064213,48.66889937441197,0.356037815818005,2.5562035042029314,1.4752920929753544,-0.055173957861149384,1.0150519271456984,31.529606362185056,68.25069023610246,71.69032968281107,0.04188915467334578,-0.013402140610110191,49384.138746757555
2020-02-15,51422.43678231383,21.93979610808232,1.99901619456524,0.2670785672161065,42.31952708684226,0.18646898932516326,2.4632577498730486,1.4781242488410866,0.045364636975430084,1.0258263845238607,32.25766900688531,57.744289990355945,50.81348404374066,-0.016311060086587628,0.12654571538556758,47560.846284307736
2020-02-16,51056.150519537965,21.47489383676423,1.4159312717616492,0.14025715095244048,48.70751203928438,0.11436263805148547,2.510362651825646,1.492364479175249,0.12360617688884046,0.98046513451357,32.67220340700648,58.963730298859446,58.94906411526265,0.03871474073903171,-0.0029914975369061403,46799.583824365924
2020-02-17,50619.10785725889,22.525024956330583,2.629314623472294,0.2959776312262113,44.86866017812656,0.273000586441415,2.490193525621385,1.4230485159241941,-0.12237781021508608,1.0148572853580324,33.59777733842932,77.49730188990956,65.78468719045175,0.11465706388709895,0.13989794133094252,49565.55190543314
2020-02-18,53971.492157500776,22.818650474441913,1.8413934808950165,0.10051315611064353,42.3743512233054,0.26207173473788264,2.5188309957807538,1.4941712570655215,0.0382450613458348,1.016713740007723,32.8967928061418,62.36475872344299,49.603749098116076,0.05716732082216062,0.06873008106325973,48076.39581762175
2020-02-19,51902.30756589129,22.997091249324694,2.2437215714775127,0.2434464788077458,58.837032838074705,0.45539061902121347,2.5144428992887558,1.4954478366007242,-0.0697986549391304,1.076470729994114,32.748730806477425,60.49773881843918,55.313304392136246,0.043979510682725896,0.07718264156244699,48866.1190241175
2020-02-20,51838.16919965442,22.89831725126205,3.421681660365831,0.2607313881112295,38.4934306261823,0.2623902914318659,2.4314370571090675,1.4844940349088087,-0.07863041192774128,1.0395254292255804,33.56716472140304,53.89061562675451,45.221913110569396,-0.03567064179398444,0.1623119636497854,50687.34262540523
2020-02-21,50981.89242934655,23.176811280436613,3.583344922749073,0.20072070508210738,53.6350357905026,0.490062855795594,2.577655274420519,1.5113358767164966,0.00123389755507064,1.082179956925662,34.31419139030838,56.152502602113735,50.05508553983966,-0.04282117142980299,-0.03960851361025332,50480.05206747951
2020-02-22,52729.624147142065,23.364693639611488,0.8455700682289572,0.08474921486029625,55.04053258115632,0.25772363335554127,2.5572499221997145,1.476331548804953,-0.1625231298150575,1.0465325070106157,32.096740187240975,72.67178952375801,36.94683136028253,0.05757874835524375,0.08231780776858029,48393.29567819175
2020-02-23,51861.69249664045,22.842642659575258,2.381688055617106,0.20961702310642955,49.84785865977942,0.16022357053055952,2.4493534863256428,1.470411968369391,-0.01916480920050069,0.9827811624584519,33.26526925237969,75.36534981333413,46.646611714626374,0.07454096861879697,0.11254467065108316,48620.42098368078
2020-02-24,51363.44091276964,23.238534760128836,1.6753859404651725,0.020180276160906924,53.98806555835181,0.35478867257061036,2.6191361916476668,1.4742060141944264,0.005322160581946345,1.0300676998662455,33.42330922729956,74.79713431845093,60.18243376839109,0.09865717736738416,-0.09678851533358132,46732.20247427922
2020-02-25,52352.976167454566,23.22665560746858,1.7680493557093295,0.09154927660726894,50.489856073919725,0.24294342349612735,2.4948215447700344,1.4648721936022693,-0.02685445505058677,0.9936777661150527,32.812085597764174,77.51197366016189,44.57108668639504,0.133846161356023,0.03219269895702799,48368.36311700905
2020-02-26,52262.7125476068,23.441361685293987,2.0386806929105528,0.060010201256901374,58.09626064541787,0.38156123732065506,2.519232363473228,1.5166180004365555,0.14354753823928607,1.0262827285136482,32.93262911786475,56.50387409209857,50.74104062990525,0.0282977986194083,-0.05671944131745721,48577.98358220846
2020-02-27,52190.26988805049,23.392683416459406,1.9895731143856485,0.055790613769581415,40.764546258756866,0.2169539456889826,2.5207227450795586,1.5131428812433865,-0.01913134976000065,1.0504858876210752,32.08188238218373,62.49109700436863,48.167522104480646,0.029041066798393814,-0.0027873587679803913,46698.60007331885
2020-02-28,51716.60259516665,23.17363133305338,0.5792804522508939,0.04735035331139524,66.14182254704971,0.2936338769620871,2.619332036817977,1.4820024110581331,-0.009956622397308212,0.9827988735776464,31.5880935324764,87.85342545480665,60.28521191439532,0.13390476688276953,-0.12998031003585608,47465.78661244292
2020-02-29,52653.63856590787,24.346304761519534,1.8523473883161792,0.118458758521619,48.85908077933293,0.24318781921175567,2.5308923311491176,1.513666588674532,-0.1472149497750367,1.1143601514429289,32.24304587790388,72.34377247729543,30.24072496811658,0.0321875854689663,0.028664800050251626,47712.69209584991
2020-03-01,51292.095527780184,24.054132950088718,2.4951612725979375,0.14244518295257547,45.156353561218936,0.3213645565420011,2.5232965545556185,1.532358351368963,0.009697188003910687,1.111207161552104,33.427775091201276,64.8819460799447,33.46804110823769,-0.01226598447462502,0.06622280111996771,47659.12767948646
2020-03-02,52453.56489091841,23.595254391002037,1.0440714072891286,0.1269997377215835,56.93120798688951,0.2021959400023447,2.5447595664054883,1.5121541232444813,0.025771599223807617,1.043494124650198,31.461112562981164,76.02033911862085,48.748335333627324,0.07040168815402396,0.011421734112972579,46178.02092989787
2020-03-03,52289.48303470519,24.11493586115418,2.12588705984099,-0.0029793641027910725,53.663645125861215,0.38881644207433097,2.598100124679198,1.532240757425686,0.011122871855354405,1.093001876719275,33.25411293869703,74.58712242165915,44.78762039330142,0.07657853318481926,-0.0656711998488735,45792.245598403715
2020-03-04,52134.987651816446,24.69202988740509,3.2924515074850493,0.14122269606293336,39.4264172870011,0.32040113512227375,2.4353711248871956,1.4906950155829533,0.022912513613021823,1.0346344821853843,33.684655461160915,72.00447646147663,44.82029568006091,0.08305039906473512,0.07530419169881863,49010.98060075648
2020-03-05,52185.42658178528,24.48792130512794,2.4757135287838947,0.1295222212452388,55.203093742914156,0.3214393273630798,2.5778614607823123,1.508810283810497,-0.1628000357795431,1.1170492957317073,32.91321360789367,83.58660153201723,47.973558692739346,0.06481751820181327,-0.005856975488344254,47290.07695404361
2020-03-06,51528.509673657434,24.32566194003068,1.6652507115705917,0.13259270229331133,66.27381605083228,0.44119404503613935,2.6281443108693026,1.543481253863155,-0.07948094017790457,1.0859313869620624,32.71403007988812,85.27182625507484,53.10360497898764,0.06806808301071526,-0.08208436093813642,47868.550112482975
2020-03-07,53075.27024062624,24.553637128818842,3.024957155760426,0.07607280400196677,52.09197962928028,0.30631961876801916,2.5155994525449463,1.5209054322873605,-0.03752268580232852,1.04002973153438,34.56291654415898,80.49821682204546,39.7516871187122,0.04701284634412041,0.08879329793768909,48187.800850975254
2020-03-08,50906.43500713246,24.85632387404955,2.1115188362658834,0.09194209560517969,44.54295863960481,0.27246495478905836,2.508229909463861,1.5109748905135438,-0.06973745911139805,1.0339567935904475,33.72618975271055,84.64915661152196,43.42904278094023,0.12299126270136734,0.0007947050156064533,46307.66726809991
2020-03-09,51920.28808615687,23.89522720840422,0.9824957298524565,0.07336097461369179,59.19534005267291,0.23377235968200077,2.5711651878106228,1.5032642418385123,-0.001721170177593448,1.0344259593293281,32.77744527521382,76.59569957618734,48.615514294169735,0.06520079162427954,0.034985031301519406,47864.69898903868
2020-03-10,52445.164496572004,24.70518377427027,1.5897885715643199,0.2260481604311729,43.94935048306066,0.3558951838037879,2.510911637034235,1.5216667807096267,-0.14310341093141848,1.088279904532747,32.546116463597045,80.95687596685163,41.567459240685395,0.07372427113809116,0.12143930804137336,46902.69188673323
2020-03-11,53478.439222930596,24.86007874302738,1.0710135243141126,0.140623691561865,39.81705679851807,0.19198432792702574,2.4435009207304708,1.5109877644380079,0.030984553665123094,1.0056477785199736,31.77794147730445,69.45007515864576,43.88955761921373,0.10671099057049824,0.055903051279576524,47905.18560676883
2020-03-12,51689.08570426584,23.971618298727925,2.5303885586512322,0.054633724681651,58.71827964230163,0.26644497503731657,2.5818098463022388,1.4977522958535936,-0.04009844593902731,1.0023475683401766,34.75694208851561,89.94416790683033,57.339757258454995,0.09969996181711477,-0.012336087265606449,48044.80528598179
2020-03-13,50877.41862077788,25.033975629050595,2.688951414646032,0.29116874722257563,51.77447468447787,0.38355533896666105,2.5431090866268877,1.5082635839533944,-0.17927981316740005,1.0626753103213944,33.89262148246083,96.41796108258816,51.103397079079095,0.1176643536413641,0.07790276594445544,49755.47556321476
2020-03-14,52277.763749723206,25.72414880980481,1.20078334567062,0.15583318345205352,48.88692603848802,0.3073884653262572,2.5267291231868527,1.5269983200910666,-0.2374583190559989,1.052795452685538,33.24688122104466,89.67352615638366,43.01350302405679,0.10179082996772124,0.07530310039594615,48475.730900793176
2020-03-15,49967.387009583734,25.038964466114,1.6695507815139592,0.18145957717389344,49.369192435385344,0.27254112611629033,2.4771560719708647,1.53506793641937,-0.12785512376361785,1.0390716173182009,33.73444009068484,78.99840257164033,46.84338302914644,0.0796200619342972,0.08200750824013066,48543.69944556109
2020-03-16,51586.3178773347,24.88359937992982,1.4290541212872692,0.2691051511963769,51.84708173398526,0.34000304809924886,2.5385527657052376,1.4847622532317148,-0.024806108967599966,1.0087812174355746,33.75236377318434,86.47658950241289,61.85002074589782,0.0949597701554542,0.02636790542134143,49203.57472054806
2020-03-17,50803.13641886979,25.298900007183597,1.2801358093927604,0.1707351394217747,44.16642797252401,0.4256876664325385,2.5359349354179828,1.5201250126824808,-0.03202357101485731,1.020008583836423,33.5444001942811,77.82597214915617,59.37527743522773,0.09489210578239768,-0.03227925550126014,48089.29233898189
2020-03-18,51793.574997287345,24.687342665752958,1.9800366977207913,0.32628676878091917,65.24750458154384,0.42669705734529567,2.518088504347609,1.4829148978496478,-0.16066852334546133,1.0072920912644807,34.04015791859144,84.79846347555791,60.78438930827171,0.11684495935967697,0.08294865991047884,51109.98430912485
2020-03-19,51472.2624729891,24.388479855473854,2.57601352477932,0.14458733745425462,52.086403455853265,0.15955964008074575,2.496249923000302,1.526559365977516,-0.01372405841673946,0.9643634719835297,34.53023636703383,79.36545027103557,46.35412290843942,0.07797261120562426,0.054418233884346905,50006.61589513661
2020-03-20,51390.51210690574,25.666675197744414,1.2088212767748883,0.2095629492368687,44.05304943734299,0.31936822235846196,2.5622837997693053,1.5248696419966938,-0.13291495817030424,0.9933956112035529,32.51073340500233,89.11159581719913,50.91387082386003,0.1339812009815977,0.04145843548161118,48979.654801185374
2020-03-21,51319.5568327074,24.18537354349586,2.429499618365422,0.2678527423135971,38.973018722422566,0.14890971887512625,2.437845372854867,1.4939350093300423,0.014645791897344676,0.9442997090662331,33.73154012310975,81.43432632639534,50.11690909238928,0.09898198064988467,0.12743426682557557,47729.46601801299
2020-03-22,51208.31755817994,24.908301131025055,1.2679469122782048,0.18630199041454906,51.991768821957244,0.25341358051066226,2.5658350771803047,1.5114565596428602,-0.04646787426746664,0.9960465585983425,34.02076427165445,79.52711064518564,45.57517879880058,0.08844653969255364,0.003142534483635856,49744.110752174936
2020-03-23,50642.91457165507,25.202686595212988,3.363245650525216,0.3232416796939257,46.99736263767054,0.24648640373662267,2.502100306038119,1.5055086629639767,-0.1759200838484304,1.0537643157861867,34.36094247854877,85.17239205473678,42.04630561672013,0.12877750504790825,0.15245438120246618,49819.28026843668
2020-03-24,52491.590642246476,24.5070246800329,2.0254185343876263,0.20681537844285958,48.30392050726256,0.25917706803158963,2.5187607755553127,1.5330245933771094,-0.04689127540914459,1.003275209893222,32.67925069802865,65.80542721712877,43.22774431169893,0.06919622693504102,0.11236278469216185,47864.80522937239
2020-03-25,50307.071835410075,24.796020641422114,2.113524937678004,0.24880619199969115,54.03254207281,0.35913024141836675,2.5620487528010925,1.5005141096777779,-0.1540163463447749,1.0601445398248632,33.21361358065057,80.90961125146133,50.0612979288909,0.13755732851476504,0.023229737846332227,48886.832115585974
2020-03-26,52179.96810913848,24.204671887303434,1.7115386516005324,0.18573656795301333,56.23494932513702,0.22882524910553947,2.599735075178667,1.5324302981499862,-0.03698732626240994,1.0098857483248884,32.32337351064791,69.20276795996668,46.16767642442452,0.03461370909498192,0.014105788663358931,47691.968045486436
2020-03-27,50304.07592968174,24.541616478113408,2.775913727935752,0.2719283249495427,53.032937622212806,0.3113307903246977,2.5325699390646372,1.5480012868259898,0.07360997939435955,0.9872960372584718,32.744118840565854,68.91056680585316,44.29493194563427,0.01956469016534452,0.08377081674838571,49663.85766139023
2020-03-28,52571.59184521436,25.360232389959002,2.9691310616349114,0.26076983359473693,48.74331188164793,0.3092078437642357,2.495620829434314,1.51869374758867,-0.17328155915630677,1.0171323986947556,34.062917614027114,74.73385310890487,39.151205071999826,0.05697588505199644,0.15148167343191565,51663.55868036382
2020-03-29,50548.432780018615,25.57957484686276,2.9380496049555784,0.15264964156592087,37.66396307805956,0.24119687197429834,2.524634985765963,1.5504277971295979,-0.0022230850375666716,1.0684730229491939,33.809245389571515,60.68583927186845,37.73957218088853,0.02820059513755179,0.015829626595023745,50318.96816815901
2020-03-30,51727.14969601269,25.063314056818548,3.016224797386597,0.2562112525525094,45.15434471101563,0.26058398911967656,2.580178251800526,1.4649203732939502,-0.13723644377833372,1.0241587033058903,33.50784223233818,84.36213173231299,55.623801685932236,0.144015655763962,0.02040220868204045,49614.91729583103
2020-03-31,51126.007987610516,25.146265970290813,2.759650253740923,0.17259733203180733,62.50378977073708,0.44533671909147077,2.6277931312544602,1.5423516252761311,-0.1349617822614704,1.0984720335731668,33.24459824270971,73.69043372475014,44.842439679415136,0.07083395618775289,-0.00014818362304783173,49351.314217877814
2020-04-01,52678.33038796328,24.8694105873992,3.476049103095553,0.15965010619684314,46.00197279196959,0.27057292596368493,2.503616818182704,1.4747366681921887,-0.052901841529463534,0.9725859521668507,33.40404563573375,75.00284940004846,51.72736952344016,0.14504448684344945,0.0894620555305643,50336.40289298966
2020-04-02,50620.61431559875,25.39237066425582,4.015151845187944,0.09829753515421544,53.25966281435241,0.3353131442871046,2.6166200825106336,1.5111005778474924,-0.2602069561450092,1.0732502265658472,34.27753790160814,86.35078009100155,51.32875960737858,0.11547219507618844,0.04669519661439644,50719.33062972952
2020-04-03,50341.21789861336,24.77900156045042,2.853102064285053,0.1665847390967668,55.04920430307554,0.2664915382966705,2.5828804372004135,1.5223076703657865,0.0016762539946419963,1.0037484400353605,31.93903363995488,82.98455813086215,44.84383083191675,0.1109946601307438,-0.0009341855886155631,48703.89209067642
