ds,yhat
2020-01-04 02:00:00,35331.773850911064
2020-01-04 03:00:00,37532.500718494884
2020-01-04 04:00:00,39080.66263552419
2020-01-04 05:00:00,40099.62806730397
2020-01-04 06:00:00,40403.9223563088
2020-01-04 07:00:00,40079.91433104366
2020-01-04 08:00:00,39049.91867529905
2020-01-04 09:00:00,37612.33745575691
2020-01-04 10:00:00,35331.58892520064
2020-01-04 11:00:00,33147.99725210801
2020-01-04 12:00:00,30271.806535674088
2020-01-04 13:00:00,27555.970731429523
2020-01-04 14:00:00,25492.410696782987
2020-01-04 15:00:00,23245.093541531165
2020-01-04 16:00:00,21893.040949919676
2020-01-04 17:00:00,20814.081676631205
2020-01-04 18:00:00,20343.35892375892
2020-01-04 19:00:00,20856.279799183576
2020-01-04 20:00:00,21668.39906765231
2020-01-04 21:00:00,23485.588640218004
2020-01-04 22:00:00,25528.631498111747
2020-01-04 23:00:00,27991.664180763953
2020-01-05 00:00:00,30566.270717507563
2020-01-05 01:00:00,33163.159433560024
2020-01-05 02:00:00,35376.111369048616
2020-01-05 03:00:00,37433.58468344699
2020-01-05 04:00:00,39128.575181328764
2020-01-05 05:00:00,40171.22306167468
2020-01-05 06:00:00,40379.00443195825
2020-01-05 07:00:00,40361.745746682114
2020-01-05 08:00:00,39341.08797075668
2020-01-05 09:00:00,37830.80146284592
2020-01-05 10:00:00,35549.153214696424
2020-01-05 11:00:00,33355.59754759479
2020-01-05 12:00:00,30686.538353702803
2020-01-05 13:00:00,28189.451588311684
2020-01-05 14:00:00,25644.714148465726
2020-01-05 15:00:00,23427.799714644872
2020-01-05 16:00:00,21991.417172590664
2020-01-05 17:00:00,20965.458728699326
2020-01-05 18:00:00,20653.47019855511
2020-01-05 19:00:00,20894.66992845425
2020-01-05 20:00:00,22127.355298378036
2020-01-05 21:00:00,23570.48025239177
2020-01-05 22:00:00,25733.447996309613
2020-01-05 23:00:00,27923.457440526203
2020-01-06 00:00:00,30351.679086567667
2020-01-06 01:00:00,33295.27081248479
2020-01-06 02:00:00,35724.83169289399
2020-01-06 03:00:00,37721.93301366095
2020-01-06 04:00:00,39596.85155201593
2020-01-06 05:00:00,40116.79516575756
2020-01-06 06:00:00,40355.73583937084
2020-01-06 07:00:00,40385.525692669726
2020-01-06 08:00:00,39370.42504340105
2020-01-06 09:00:00,37729.42295812114
2020-01-06 10:00:00,35658.6314828223
2020-01-06 11:00:00,33187.94067372651
2020-01-06 12:00:00,30806.290190806598
2020-01-06 13:00:00,28053.469569763343
2020-01-06 14:00:00,25757.334504287694
2020-01-06 15:00:00,23318.208729860507
2020-01-06 16:00:00,21723.724734036074
2020-01-06 17:00:00,20727.038855827726
2020-01-06 18:00:00,20445.998171276922
2020-01-06 19:00:00,21032.196729539133
2020-01-06 20:00:00,21864.926766110802
2020-01-06 21:00:00,23525.706382220542
2020-01-06 22:00:00,25539.976623721668
2020-01-06 23:00:00,28097.182314511392
2020-01-07 00:00:00,30422.778703142874
2020-01-07 01:00:00,33017.2415645424
2020-01-07 02:00:00,35623.10932138045
2020-01-07 03:00:00,37508.45464773583
2020-01-07 04:00:00,39308.21645886502
2020-01-07 05:00:00,40330.555622801374
2020-01-07 06:00:00,40620.05081716725
2020-01-07 07:00:00,40277.50450080489
2020-01-07 08:00:00,39217.18940195699
2020-01-07 09:00:00,37556.97659157374
2020-01-07 10:00:00,35779.07659015791
2020-01-07 11:00:00,33254.086401268
2020-01-07 12:00:00,30535.07612757459
2020-01-07 13:00:00,28065.99504991529
2020-01-07 14:00:00,25657.27190999652
2020-01-07 15:00:00,23527.6823932346
2020-01-07 16:00:00,21937.69067566542
2020-01-07 17:00:00,20717.308800182756
2020-01-07 18:00:00,20488.612652138807
2020-01-07 19:00:00,20843.961270856205
2020-01-07 20:00:00,22077.600353269274
2020-01-07 21:00:00,23504.702235482153
2020-01-07 22:00:00,25539.119175414595
2020-01-07 23:00:00,27915.87187627877
2020-01-08 00:00:00,30363.159601513904
2020-01-08 01:00:00,33047.96006104457
2020-01-08 02:00:00,35570.27565722191
2020-01-08 03:00:00,37804.738664531586
2020-01-08 04:00:00,39317.78588337956
2020-01-08 05:00:00,40122.041364730125
2020-01-08 06:00:00,40549.9283317619
2020-01-08 07:00:00,40067.17780808896
2020-01-08 08:00:00,39269.22807892805
2020-01-08 09:00:00,37448.974274031214
2020-01-08 10:00:00,35505.43105115699
2020-01-08 11:00:00,33226.330388536226
2020-01-08 12:00:00,30935.81626436918
2020-01-08 13:00:00,28116.14147202394
2020-01-08 14:00:00,25753.810078829363
2020-01-08 15:00:00,23351.440757412827
2020-01-08 16:00:00,21913.75593493222
2020-01-08 17:00:00,21194.647363366617
2020-01-08 18:00:00,20610.080021967755
2020-01-08 19:00:00,21000.18922431858
2020-01-08 20:00:00,21892.927198851772
2020-01-08 21:00:00,23439.8258394077
2020-01-08 22:00:00,26088.28818063126
2020-01-08 23:00:00,28005.811139441994
2020-01-09 00:00:00,30386.215287126553
2020-01-09 01:00:00,33406.63487994586
2020-01-09 02:00:00,35907.40725311758
2020-01-09 03:00:00,37858.90792180987
2020-01-09 04:00:00,39308.51126633197
2020-01-09 05:00:00,40518.24387660447
2020-01-09 06:00:00,40860.26964930641
2020-01-09 07:00:00,40237.13291975396
2020-01-09 08:00:00,39382.62356073635
2020-01-09 09:00:00,37757.95597517856
2020-01-09 10:00:00,35874.12671878461
2020-01-09 11:00:00,33519.37932904604
2020-01-09 12:00:00,30955.660749166782
2020-01-09 13:00:00,28208.0736398214
2020-01-09 14:00:00,25788.05346551034
2020-01-09 15:00:00,23983.84103418325
2020-01-09 16:00:00,22264.451743683574
2020-01-09 17:00:00,21392.515114520465
2020-01-09 18:00:00,21079.794937209852
2020-01-09 19:00:00,21127.471970767394
2020-01-09 20:00:00,22328.725654629365
2020-01-09 21:00:00,23613.188933851652
2020-01-09 22:00:00,26234.48014395565
2020-01-09 23:00:00,28366.481558961925
2020-01-10 00:00:00,31012.782007287486
2020-01-10 01:00:00,33668.72802699133
2020-01-10 02:00:00,35987.076214972185
2020-01-10 03:00:00,37998.246091537985
2020-01-10 04:00:00,39957.99406432477
2020-01-10 05:00:00,40615.17307983277
2020-01-10 06:00:00,41058.4403010126
2020-01-10 07:00:00,40554.73312194916
2020-01-10 08:00:00,39704.28874482549
2020-01-10 09:00:00,38009.66685080263
2020-01-10 10:00:00,36080.81866242941
2020-01-10 11:00:00,33585.04828929424
2020-01-10 12:00:00,31281.780568320537
2020-01-10 13:00:00,28527.77423725702
2020-01-10 14:00:00,25986.741722357398
2020-01-10 15:00:00,23733.927061930422
2020-01-10 16:00:00,22224.658558440726
2020-01-10 17:00:00,21379.020451177254
2020-01-10 18:00:00,21231.99528321472
2020-01-10 19:00:00,21228.186516372174
2020-01-10 20:00:00,22496.124561318986
2020-01-10 21:00:00,23884.659913834486
2020-01-10 22:00:00,26134.464719655756
2020-01-10 23:00:00,28210.809345173624
2020-01-11 00:00:00,30872.82267579811
2020-01-11 01:00:00,33647.172867142624
2020-01-11 02:00:00,35856.59627549728
2020-01-11 03:00:00,38119.486493690354
2020-01-11 04:00:00,39713.222920083936
2020-01-11 05:00:00,40571.52063686353
2020-01-11 06:00:00,41146.14870224772
2020-01-11 07:00:00,40691.56214376471
2020-01-11 08:00:00,39724.75045324398
2020-01-11 09:00:00,37925.74493116152
2020-01-11 10:00:00,35944.45509617103
2020-01-11 11:00:00,33407.78741635713
2020-01-11 12:00:00,31212.996139657724
2020-01-11 13:00:00,28343.55892066252
2020-01-11 14:00:00,25827.89873909684
2020-01-11 15:00:00,23675.954506773338
2020-01-11 16:00:00,22246.942820134333
2020-01-11 17:00:00,21440.08634646044
2020-01-11 18:00:00,20937.527821629403
2020-01-11 19:00:00,21297.443696330658
2020-01-11 20:00:00,22401.207267395002
2020-01-11 21:00:00,23878.316946085175
2020-01-11 22:00:00,26158.785272840036
2020-01-11 23:00:00,28399.7936886554
2020-01-12 00:00:00,31102.017760989405
2020-01-12 01:00:00,33410.29158294309
2020-01-12 02:00:00,36000.912706511255
2020-01-12 03:00:00,38251.70882538974
2020-01-12 04:00:00,39599.26195928318
2020-01-12 05:00:00,40587.369091317814
2020-01-12 06:00:00,40964.17079352769
2020-01-12 07:00:00,40759.08132207145
2020-01-12 08:00:00,39713.53154674334
2020-01-12 09:00:00,37950.028352539615
2020-01-12 10:00:00,36092.00449415304
2020-01-12 11:00:00,33880.795126848476
2020-01-12 12:00:00,31191.79274486848
2020-01-12 13:00:00,28652.0337615329
2020-01-12 14:00:00,25955.421022409275
2020-01-12 15:00:00,23963.906618133693
2020-01-12 16:00:00,22400.89346187633
2020-01-12 17:00:00,21374.63432735271
2020-01-12 18:00:00,21160.868498815944
2020-01-12 19:00:00,21343.298833925375
2020-01-12 20:00:00,22799.71053520465
2020-01-12 21:00:00,24268.038491540323
2020-01-12 22:00:00,26193.03843903011
2020-01-12 23:00:00,28423.790508377904
2020-01-13 00:00:00,31125.067723366596
2020-01-13 01:00:00,33543.69612688995
2020-01-13 02:00:00,36176.118504466984
2020-01-13 03:00:00,38244.50141244195
2020-01-13 04:00:00,40050.006816007706
2020-01-13 05:00:00,40695.44663374145
2020-01-13 06:00:00,41121.956071695524
2020-01-13 07:00:00,40852.463896778965
2020-01-13 08:00:00,39733.91541801518
2020-01-13 09:00:00,38215.5784558705
2020-01-13 10:00:00,36239.437018183504
2020-01-13 11:00:00,33668.42047074178
2020-01-13 12:00:00,31399.447874164864
2020-01-13 13:00:00,28458.050958437645
2020-01-13 14:00:00,26153.523237738154
2020-01-13 15:00:00,24211.748476911704
2020-01-13 16:00:00,22597.551954433533
2020-01-13 17:00:00,21617.940676326383
2020-01-13 18:00:00,21190.623474714637
2020-01-13 19:00:00,21647.962915977467
2020-01-13 20:00:00,22353.215401946363
2020-01-13 21:00:00,24046.3278631117
2020-01-13 22:00:00,25881.35756449076
2020-01-13 23:00:00,28466.268502961837
2020-01-14 00:00:00,31190.673012883555
2020-01-14 01:00:00,33649.95616968018
2020-01-14 02:00:00,36045.59819593208
2020-01-14 03:00:00,38220.71952904415
2020-01-14 04:00:00,39945.31941022315
2020-01-14 05:00:00,40809.4591631783
2020-01-14 06:00:00,41066.22854724779
2020-01-14 07:00:00,40758.92039618811
2020-01-14 08:00:00,39897.06740144516
2020-01-14 09:00:00,38462.269647654306
2020-01-14 10:00:00,36046.46941584185
2020-01-14 11:00:00,33661.42744366594
2020-01-14 12:00:00,31445.060318908712
2020-01-14 13:00:00,28709.68413772907
2020-01-14 14:00:00,26084.176727699305
2020-01-14 15:00:00,24294.174356277203
2020-01-14 16:00:00,22538.89357909082
2020-01-14 17:00:00,21670.20609279896
2020-01-14 18:00:00,21205.959100257416
2020-01-14 19:00:00,21450.83713933245
2020-01-14 20:00:00,22636.930643225645
2020-01-14 21:00:00,24177.19109050556
2020-01-14 22:00:00,26133.286896075726
2020-01-14 23:00:00,28484.349468826396
2020-01-15 00:00:00,31398.131309043863
2020-01-15 01:00:00,33594.90976086664
2020-01-15 02:00:00,36371.10027163434
2020-01-15 03:00:00,38478.40048201525
2020-01-15 04:00:00,40157.69563132753
2020-01-15 05:00:00,40869.35777209274
2020-01-15 06:00:00,41343.52209423508
2020-01-15 07:00:00,40922.610638730635
2020-01-15 08:00:00,39743.235462964265
2020-01-15 09:00:00,38386.32792636598
2020-01-15 10:00:00,36322.631668207716
2020-01-15 11:00:00,33961.410539856115
2020-01-15 12:00:00,31414.51857001233
2020-01-15 13:00:00,29008.9815983317
2020-01-15 14:00:00,26146.638381610792
2020-01-15 15:00:00,24253.829046796694
2020-01-15 16:00:00,22677.06834590371
2020-01-15 17:00:00,21564.350260905292
2020-01-15 18:00:00,21290.38038108036
2020-01-15 19:00:00,21490.555446119295
2020-01-15 20:00:00,22558.337660119927
2020-01-15 21:00:00,24208.267774556505
2020-01-15 22:00:00,26003.56041856561
2020-01-15 23:00:00,28821.33286078104
2020-01-16 00:00:00,31360.281932395494
2020-01-16 01:00:00,33932.704258364334
2020-01-16 02:00:00,36266.21597765099
2020-01-16 03:00:00,38251.23673635695
2020-01-16 04:00:00,39922.085056656935
2020-01-16 05:00:00,40942.239734945084
2020-01-16 06:00:00,41369.35452481399
2020-01-16 07:00:00,40811.54801043944
2020-01-16 08:00:00,39929.01941214154
2020-01-16 09:00:00,38480.24054512749
2020-01-16 10:00:00,36220.395116052474
2020-01-16 11:00:00,33858.223517107406
2020-01-16 12:00:00,31353.86383828422
2020-01-16 13:00:00,28518.551886725312
2020-01-16 14:00:00,26285.337250210145
2020-01-16 15:00:00,24285.168354839698
2020-01-16 16:00:00,22804.8673777059
2020-01-16 17:00:00,21582.50042761438
2020-01-16 18:00:00,21578.80776240879
2020-01-16 19:00:00,21917.518004970472
2020-01-16 20:00:00,22691.821754824017
2020-01-16 21:00:00,24324.022816504268
2020-01-16 22:00:00,26534.80012804119
2020-01-16 23:00:00,28617.385567148347
2020-01-17 00:00:00,31534.558073887114
2020-01-17 01:00:00,33971.439233003504
2020-01-17 02:00:00,36403.64209193332
2020-01-17 03:00:00,38607.615187561736
2020-01-17 04:00:00,40296.01558158138
2020-01-17 05:00:00,41167.71119190503
2020-01-17 06:00:00,41270.729490249505
2020-01-17 07:00:00,41211.96087084433
2020-01-17 08:00:00,40139.28249274519
2020-01-17 09:00:00,38835.1233816686
2020-01-17 10:00:00,36671.22626001656
2020-01-17 11:00:00,34149.6978081919
2020-01-17 12:00:00,31383.395582543017
2020-01-17 13:00:00,28932.19876356014
2020-01-17 14:00:00,26597.12347825949
2020-01-17 15:00:00,24487.375994800852
2020-01-17 16:00:00,22998.542062239125
2020-01-17 17:00:00,21884.345246073186
2020-01-17 18:00:00,21637.601248725565
2020-01-17 19:00:00,22064.485321320375
2020-01-17 20:00:00,22989.594431352256
2020-01-17 21:00:00,24509.367070188724
2020-01-17 22:00:00,26578.1612783049
2020-01-17 23:00:00,28777.631389111306
2020-01-18 00:00:00,31557.941881756917
2020-01-18 01:00:00,33941.09585138018
2020-01-18 02:00:00,36749.20934292457
2020-01-18 03:00:00,38650.36464856561
2020-01-18 04:00:00,40086.95841269703
2020-01-18 05:00:00,41259.562833833275
2020-01-18 06:00:00,41555.969229546434
2020-01-18 07:00:00,41226.10023422418
2020-01-18 08:00:00,40059.47821809797
2020-01-18 09:00:00,38682.530132876265
2020-01-18 10:00:00,36483.92051842042
2020-01-18 11:00:00,34257.12837901541
2020-01-18 12:00:00,31648.699336171037
2020-01-18 13:00:00,28986.361122686016
2020-01-18 14:00:00,26608.934710886322
2020-01-18 15:00:00,24658.242846357796
2020-01-18 16:00:00,22731.7804081329
2020-01-18 17:00:00,21791.430640588642
2020-01-18 18:00:00,21634.854336851342
2020-01-18 19:00:00,22005.00746563809
2020-01-18 20:00:00,23066.424215525294
2020-01-18 21:00:00,24560.087633543186
2020-01-18 22:00:00,26769.538614195564
2020-01-18 23:00:00,29183.07659647761
2020-01-19 00:00:00,31541.386271666535
2020-01-19 01:00:00,34272.59017412069
2020-01-19 02:00:00,36665.859797213845
2020-01-19 03:00:00,38867.62903169085
2020-01-19 04:00:00,40589.64275142202
2020-01-19 05:00:00,41574.22680530987
2020-01-19 06:00:00,41870.165195449576
2020-01-19 07:00:00,41400.65158036954
2020-01-19 08:00:00,40320.08248987033
2020-01-19 09:00:00,38656.10234997616
2020-01-19 10:00:00,36578.609150040706
2020-01-19 11:00:00,34299.165809753154
2020-01-19 12:00:00,31665.263037550416
2020-01-19 13:00:00,29220.519344781547
2020-01-19 14:00:00,26641.27546520858
2020-01-19 15:00:00,24470.953191855246
2020-01-19 16:00:00,23118.644121406116
2020-01-19 17:00:00,22031.636033580573
2020-01-19 18:00:00,21586.39093215882
2020-01-19 19:00:00,22358.78944034182
2020-01-19 20:00:00,23103.31884954259
2020-01-19 21:00:00,24694.1568060683
2020-01-19 22:00:00,26629.760879520745
2020-01-19 23:00:00,29240.83521262248
2020-01-20 00:00:00,31789.80891506125
2020-01-20 01:00:00,34187.21860189572
2020-01-20 02:00:00,36568.11525948798
2020-01-20 03:00:00,38864.179984984185
2020-01-20 04:00:00,40288.20781179865
2020-01-20 05:00:00,41525.59847825147
2020-01-20 06:00:00,41635.425203716106
2020-01-20 07:00:00,41152.99792669162
2020-01-20 08:00:00,40446.91819174671
2020-01-20 09:00:00,38600.37126348723
2020-01-20 10:00:00,36383.37282039789
2020-01-20 11:00:00,34216.04142695459
2020-01-20 12:00:00,31861.562443939703
2020-01-20 13:00:00,29271.834855853973
2020-01-20 14:00:00,26514.72306873372
2020-01-20 15:00:00,24616.364125936634
2020-01-20 16:00:00,22670.29225174861
2020-01-20 17:00:00,21981.957195277682
2020-01-20 18:00:00,21805.90010982268
2020-01-20 19:00:00,21928.194868319955
2020-01-20 20:00:00,22902.5709907825
2020-01-20 21:00:00,24556.435759130414
2020-01-20 22:00:00,26834.072516664703
2020-01-20 23:00:00,29007.51867139585
2020-01-21 00:00:00,31645.37016632524
2020-01-21 01:00:00,34354.71685999177
2020-01-21 02:00:00,36779.675789893
2020-01-21 03:00:00,38769.10403464011
2020-01-21 04:00:00,40274.1691594169
2020-01-21 05:00:00,41484.32101266732
2020-01-21 06:00:00,41405.832515796465
2020-01-21 07:00:00,41419.10490197529
2020-01-21 08:00:00,40538.280965335594
2020-01-21 09:00:00,38600.967275531024
2020-01-21 10:00:00,36652.52440878593
2020-01-21 11:00:00,34690.02052817732
2020-01-21 12:00:00,31784.235395546457
2020-01-21 13:00:00,29508.29995058704
2020-01-21 14:00:00,26794.329498313153
2020-01-21 15:00:00,24674.081621980593
2020-01-21 16:00:00,23087.775355246165
2020-01-21 17:00:00,22117.655182550116
2020-01-21 18:00:00,21780.60677686509
2020-01-21 19:00:00,22207.479146877595
2020-01-21 20:00:00,23015.644907406393
2020-01-21 21:00:00,24738.763015749886
2020-01-21 22:00:00,26955.848742192687
2020-01-21 23:00:00,29275.27120231026
2020-01-22 00:00:00,31943.94479079396
2020-01-22 01:00:00,34567.8055144929
2020-01-22 02:00:00,36842.248026556335
2020-01-22 03:00:00,38978.57544705329
2020-01-22 04:00:00,40494.42701562901
2020-01-22 05:00:00,41636.762678017076
2020-01-22 06:00:00,41871.32947639655
2020-01-22 07:00:00,41514.41832739692
2020-01-22 08:00:00,40540.38140034934
2020-01-22 09:00:00,39309.696346435005
2020-01-22 10:00:00,37046.10183711422
2020-01-22 11:00:00,34405.90064077266
2020-01-22 12:00:00,31888.465863186026
2020-01-22 13:00:00,29346.519953780928
2020-01-22 14:00:00,26916.231721145952
2020-01-22 15:00:00,24805.947050478095
2020-01-22 16:00:00,23055.542640408497
2020-01-22 17:00:00,22203.015265330683
2020-01-22 18:00:00,22037.68576088047
2020-01-22 19:00:00,22660.58743131075
2020-01-22 20:00:00,23578.27758594195
2020-01-22 21:00:00,25035.096911147797
2020-01-22 22:00:00,26907.180258357123
2020-01-22 23:00:00,29430.436255208388
2020-01-23 00:00:00,32004.249222566254
2020-01-23 01:00:00,34647.49166337017
2020-01-23 02:00:00,36717.86375342123
2020-01-23 03:00:00,39458.13942890781
2020-01-23 04:00:00,40749.10120643589
2020-01-23 05:00:00,41758.50009184094
2020-01-23 06:00:00,42004.21818125609
2020-01-23 07:00:00,41560.64164963521
2020-01-23 08:00:00,40433.84274518701
2020-01-23 09:00:00,39022.55929687658
2020-01-23 10:00:00,36972.532710862426
2020-01-23 11:00:00,34609.1184288564
2020-01-23 12:00:00,32099.172378442054
2020-01-23 13:00:00,29588.628852255155
2020-01-23 14:00:00,27128.214061797124
2020-01-23 15:00:00,24858.73219896987
2020-01-23 16:00:00,23279.293081636642
2020-01-23 17:00:00,22225.7508955839
2020-01-23 18:00:00,21930.365993872736
2020-01-23 19:00:00,22190.442060936835
2020-01-23 20:00:00,23475.973068014915
2020-01-23 21:00:00,24917.046357898445
2020-01-23 22:00:00,27138.97682136218
2020-01-23 23:00:00,29387.141429045332
2020-01-24 00:00:00,32075.92416539343
2020-01-24 01:00:00,34563.29862727517
2020-01-24 02:00:00,36836.13483619418
2020-01-24 03:00:00,38984.36171940418
2020-01-24 04:00:00,40656.089893965014
2020-01-24 05:00:00,41676.167481205775
2020-01-24 06:00:00,41946.54929965452
2020-01-24 07:00:00,41796.97352230142
2020-01-24 08:00:00,40626.499350541984
2020-01-24 09:00:00,38975.429589095176
2020-01-24 10:00:00,36870.72866112556
2020-01-24 11:00:00,34618.74768166447
2020-01-24 12:00:00,32098.003727011957
2020-01-24 13:00:00,29434.13074018659
2020-01-24 14:00:00,26974.493609683523
2020-01-24 15:00:00,25216.421211827867
2020-01-24 16:00:00,23432.009473927486
2020-01-24 17:00:00,22319.391289794497
2020-01-24 18:00:00,21980.958799961918
2020-01-24 19:00:00,22426.28549429056
2020-01-24 20:00:00,23247.30903664507
2020-01-24 21:00:00,25058.690229150332
2020-01-24 22:00:00,27063.088189873855
2020-01-24 23:00:00,29344.12280836428
2020-01-25 00:00:00,31866.782153487744
2020-01-25 01:00:00,34546.96583491497
2020-01-25 02:00:00,36871.71112283032
2020-01-25 03:00:00,39081.840144674614
2020-01-25 04:00:00,40574.96006443988
2020-01-25 05:00:00,41934.9450832505
2020-01-25 06:00:00,42041.936841421215
2020-01-25 07:00:00,41728.67071707366
2020-01-25 08:00:00,40915.17311165953
2020-01-25 09:00:00,38973.17405997047
2020-01-25 10:00:00,36978.436449462984
2020-01-25 11:00:00,34846.55477194361
2020-01-25 12:00:00,32291.280511445366
2020-01-25 13:00:00,29617.511303023344
2020-01-25 14:00:00,27299.79122386143
2020-01-25 15:00:00,25017.153033779527
2020-01-25 16:00:00,23294.51889915883
2020-01-25 17:00:00,22412.331312340437
2020-01-25 18:00:00,21930.898287156364
2020-01-25 19:00:00,22673.088564431084
2020-01-25 20:00:00,23519.794071383352
2020-01-25 21:00:00,24949.262889884027
2020-01-25 22:00:00,27077.880204202113
2020-01-25 23:00:00,29392.45258307338
2020-01-26 00:00:00,32307.561505850255
2020-01-26 01:00:00,34657.175906217315
2020-01-26 02:00:00,37284.400869808545
2020-01-26 03:00:00,39391.323428914286
2020-01-26 04:00:00,40911.757236556245
2020-01-26 05:00:00,41949.13303388187
2020-01-26 06:00:00,42147.7022388245
2020-01-26 07:00:00,41977.27026699948
2020-01-26 08:00:00,40777.15026651221
2020-01-26 09:00:00,39149.57848928212
2020-01-26 10:00:00,37172.361957814595
2020-01-26 11:00:00,34873.63618319078
2020-01-26 12:00:00,32301.17221912081
2020-01-26 13:00:00,29665.309811142088
2020-01-26 14:00:00,27406.56005580516
2020-01-26 15:00:00,25122.72566853821
2020-01-26 16:00:00,23604.302956665582
2020-01-26 17:00:00,22783.37161814243
2020-01-26 18:00:00,22351.36167848593
2020-01-26 19:00:00,22689.361644829074
2020-01-26 20:00:00,23616.60393758833
2020-01-26 21:00:00,25157.23312099726
2020-01-26 22:00:00,27045.741153138904
2020-01-26 23:00:00,29777.410863989873
2020-01-27 00:00:00,32347.49119088211
2020-01-27 01:00:00,34985.39099894885
2020-01-27 02:00:00,37531.58112627608
2020-01-27 03:00:00,39623.7787648254
2020-01-27 04:00:00,40884.40233771668
2020-01-27 05:00:00,41937.898888148426
2020-01-27 06:00:00,42295.44937880592
2020-01-27 07:00:00,41872.91972766552
2020-01-27 08:00:00,40776.9009820024
2020-01-27 09:00:00,39313.23631944167
2020-01-27 10:00:00,37186.53164146028
2020-01-27 11:00:00,34730.99775932009
2020-01-27 12:00:00,32283.668884056446
2020-01-27 13:00:00,29718.142853422116
2020-01-27 14:00:00,27358.91442275699
2020-01-27 15:00:00,25022.145271442045
2020-01-27 16:00:00,23618.65510264725
2020-01-27 17:00:00,22614.929617967675
2020-01-27 18:00:00,22503.123722266042
2020-01-27 19:00:00,22417.00083924395
2020-01-27 20:00:00,23578.692537416722
2020-01-27 21:00:00,25091.92356703456
2020-01-27 22:00:00,27032.522866882107
2020-01-27 23:00:00,29834.37164696926
2020-01-28 00:00:00,32411.845818814898
2020-01-28 01:00:00,34696.89511406045
2020-01-28 02:00:00,37518.47793366933
2020-01-28 03:00:00,39629.33389109624
2020-01-28 04:00:00,40869.68833747154
2020-01-28 05:00:00,41935.05797320647
2020-01-28 06:00:00,42032.213201374056
2020-01-28 07:00:00,41919.32670231988
2020-01-28 08:00:00,40900.48028421114
2020-01-28 09:00:00,39242.59693129528
2020-01-28 10:00:00,37126.64735885464
2020-01-28 11:00:00,35028.45188963313
2020-01-28 12:00:00,32523.174958861215
2020-01-28 13:00:00,29638.127747694343
2020-01-28 14:00:00,27297.57576496798
2020-01-28 15:00:00,25294.584699143714
2020-01-28 16:00:00,23812.70715248709
2020-01-28 17:00:00,22984.88890878356
